Mi a1 2 sim new открыли закрыли коробку,9 000 KGS,/bishkek/ads/mi-a1-2-sim-new-otkryli-zakryli-korobku-id-50887032
Продаю iphone 7+,31 000 KGS,/bishkek/ads/prodau-iphone-7-id-52971316
"Продаю mi a2 lite gold, состояние нового",9 000 KGS,/bishkek/ads/prodau-mi-a2-lite-gold-sostoanie-novogo-id-53745228
Mi5/32 white состояние идеал ,13 000 KGS,/bishkek/ads/mi532-white-sostoanie-ideal-id-49561859
Samsung j3 2017 black,7 000 KGS,/bishkek/ads/samsung-j3-2017-black-id-50887220
Продаю j5 Prime 2017 года за 6000 сом.,6 000 KGS,/bishkek/ads/prodau-j5-prime-2017-goda-za-6000-som-id-53301962
HTC U Play ,5 000 KGS,/bishkek/ads/htc-u-play-id-55216411
"Триггеры, джостики, джойпады все для",400 KGS,/bishkek/ads/triggery-dzostiki-dzojpady-vse-dla-id-52726419
Samsung A7,15 000 KGS,/kara-balta/ads/samsung-a7-id-55750269
Продаю или меняю Samsung galaxy j 3. Состояние,5 000 KGS,/dzhalal-abad/ads/prodau-ili-menau-samsung-galaxy-j-3-sostoanie-id-52914683
Продается Нокиа 2650 рабочий цена 1200сом.окончательно.,1 200 KGS,/bishkek/ads/prodaetsa-nokia-2650-rabocij-cena-1200somokoncatelno-id-54067651
В г.Ош Продаются телефоны.Sumsung j2,2 700 KGS,/bishkek/ads/v-gos-prodautsa-telefonysumsung-j2-id-54033661
Продаю WiFi роутер от Билайн б/у рабочий цена 1800 сом в городе Ош.,1 800 KGS,/bishkek/ads/prodau-wifi-router-ot-bilajn-bu-rabocij-cena-1800-som-v-gorode-os-id-55351790
SIM-карты,Договорная,/bishkek/ads/sim-karty-id-52017617
SIM-карты,Договорная,/bishkek/ads/sim-karty-id-52018326
Продаю Хуавей р 8 lite в исключительно,6 500 KGS,/bishkek/ads/prodau-huavej-r-8-lite-v-isklucitelno-id-55519496
SIM-карты,Договорная,/bishkek/ads/sim-karty-id-52017785
IPhone7|32gb|+чехол+зарядка.штатовский не рефка,17 500 KGS,/bishkek/ads/iphone732gbceholzaradkastatovskij-ne-refka-id-55580840
Срочно! Продаю А5(6) 16ГБ 4Ж-интернет,7 000 KGS,/bishkek/ads/srocno-prodau-a56-16gb-4z-internet-id-55750063
ГОРИТ !!!!ГОРИТ!!! ГОРИТ!!!!ПРОДАЮ!!!!,22 000 KGS,/bishkek/ads/gorit-gorit-goritprodau-id-55037338
Xiaomi Mi A2 Lite (3/32) dual sim. Global versia.,8 000 KGS,/bishkek/ads/xiaomi-mi-a2-lite-332-dual-sim-global-versia-id-54504176
"Беспроводные наушники airpods,хорошие",Договорная,/bishkek/ads/besprovodnye-nausniki-airpodshorosie-id-55023537
Продаю iphone 7 rose gold,24 000 KGS,/bishkek/ads/prodau-iphone-7-rose-gold-id-54104045
(Идеаль )Samsung Galaxy A5 2017 Память 32/3,8 500 KGS,/bishkek/ads/ideal-samsung-galaxy-a5-2017-pamat-323-id-55564713
Продаю Xiaomi Redmi Note 3 Pro 2/16 Silver,7 000 KGS,/bishkek/ads/prodau-xiaomi-redmi-note-3-pro-216-silver-id-54757221
Смартфон Huawei P9 2 сим. 3 + 32 гб. (Хуавей Р9) +,10 000 KGS,/bishkek/ads/smartfon-huawei-p9-2-sim-3-32-gb-huavej-r9-id-54511749
,,
IPhone 8 64 гбайт состояние телефона как новый цена 28000,28 000 KGS,/bishkek/ads/iphone-8-64-gbajt-sostoanie-telefona-kak-novyj-cena-28000-id-46001779
"Зарядки, колонки, защитные стекло",Договорная,/bishkek/ads/zaradki-kolonki-zasitnye-steklo-id-55750143
AirPods Новые беспроводные наушники i7S-TWS,790 KGS,/bishkek/ads/airpods-novye-besprovodnye-nausniki-i7s-tws-id-51655882
Продаю Pixel xl 128gb в чёрном цвете в отличном состоянии,14 500 KGS,/bishkek/ads/prodau-pixel-xl-128gb-v-cernom-cvete-v-otlicnom-sostoanii-id-54931014
Колонки 400-1500 сом,400 KGS,/bishkek/ads/kolonki-400-1500-som-id-55750065
Куплю телефон простой защищеный водонепроницаемый до 1500сома,Договорная,/bishkek/ads/kuplu-telefon-prostoj-zasisenyj-vodonepronicaemyj-do-1500soma-id-55499464
Срочно продаю телефон : samsung Galaxi Grand Prime.,2 000 KGS,/bishkek/ads/srocno-prodau-telefon-samsung-galaxi-grand-prime-id-54259911
"J3PRO-(2017) 4G,16Gb,2 симкатры,состояние хорошее!
Цена 5500",5 500 KGS,/bishkek/ads/j3pro-2017-4g16gb2-simkatrysostoanie-horosee-cena-5500-id-53228726
Iphone 7+ 128 gb,29 000 KGS,/bishkek/ads/iphone-7-128-gb-id-53389737
Продаю Xiaomi redmi note 5глобал !!,9 000 KGS,/bishkek/ads/prodau-xiaomi-redmi-note-5global-id-55517917
Самсунг А3 2016г каробка документы.,3 000 KGS,/bishkek/ads/samsung-a3-2016g-karobka-dokumenty-id-55446688
Продаю номер с тарифом фристайль промо,8 000 KGS,/bishkek/ads/prodau-nomer-s-tarifom-fristajl-promo-id-55671960
"Все для ремонта телефонов,паяльная",8 000 KGS,/bishkek/ads/vse-dla-remonta-telefonovpaalnaa-id-51960981
ПРОДАЮ Samsung Galaxy J4 (2018) 32 гб в идельном,10 500 KGS,/bishkek/ads/prodau-samsung-galaxy-j4-2018-32-gb-v-idelnom-id-55509713
А2 лайт ,8 300 KGS,/bishkek/ads/a2-lajt-id-55671522
Xiaomi,Договорная,/bishkek/ads/xiaomi-id-55671668
"Продаю iPhone 7 Rose Gold, 32GB. в хорошем",19 000 KGS,/lebedinovka/ads/prodau-iphone-7-rose-gold-32gb-v-horosem-id-50875838
Продаю 4s 16 Gb ,3 000 KGS,/lebedinovka/ads/prodau-4s-16-gb-id-55749927
IPhone 7 plus ростест 128 gb jetBlack полный,35 000 KGS,/bishkek/ads/iphone-7-plus-rostest-128-gb-jetblack-polnyj-id-54864312
Продаю телефон долгожитель. Изумруд в,11 200 KGS,/bishkek/ads/prodau-telefon-dolgozitel-izumrud-v-id-52973271
Авто зарядки 250-450,250 KGS,/bishkek/ads/avto-zaradki-250-450-id-55749980
Пользовалась три дня.состояние новое.,Договорная,/bishkek/ads/polzovalas-tri-dnasostoanie-novoe-id-53661207
Samsung J7 2016 состояние идеал срочно,6 000 KGS,/lebedinovka/ads/samsung-j7-2016-sostoanie-ideal-srocno-id-54565148
Состояние идеал есть коробка зарядка,30 000 KGS,/lebedinovka/ads/sostoanie-ideal-est-korobka-zaradka-id-54815464
Держатель для телефона.,300 KGS,/bishkek/ads/derzatel-dla-telefona-id-48563092
Продаю мощный телефон One Plus 3t 6/64Gb в,15 000 KGS,/kant/ads/prodau-mosnyj-telefon-one-plus-3t-664gb-v-id-52778540
"Чехол книжка для Iphone X, Xmax, Xr
Качество
Доставка по городу ✌
",1 299 KGS,/bishkek/ads/cehol-knizka-dla-iphone-x-xmax-xr-kacestvo-dostavka-po-gorodu-id-55749076
Mi A2lite black 2 sim состояние отличное,9 000 KGS,/bishkek/ads/mi-a2lite-black-2-sim-sostoanie-otlicnoe-id-55317522
Телефон работает все нрма Живу в Каракулже,800 KGS,/kara-kuldzha/ads/telefon-rabotaet-vse-nrma-zivu-v-karakulze-id-49748673
Продаю телефон j3 в хорошем состоянии,4 000 KGS,/kok-oi/ads/prodau-telefon-j3-v-horosem-sostoanii-id-55565970
Продам на запчасти ,Договорная,/bishkek/ads/prodam-na-zapcasti-id-51326061
Airpods Срочно Сенсорные ,1 500 KGS,/bishkek/ads/airpods-srocno-sensornye-id-55500408
Продаю или меняю на редми 5 !!! работает,7 500 KGS,/bishkek/ads/prodau-ili-menau-na-redmi-5-rabotaet-id-55749804
"Продаю Xiaomi mi 5. Состояние идеальное,",7 500 KGS,/bishkek/ads/prodau-xiaomi-mi-5-sostoanie-idealnoe-id-55565325
"Состояние идеальное, всегда в чехле",18 000 KGS,/bishkek/ads/sostoanie-idealnoe-vsegda-v-cehle-id-54519105
Apple Watch 3 series 38mm,14 000 KGS,/bishkek/ads/apple-watch-3-series-38mm-id-53029619
"Срочно продам Xiaomi a2 lite 4/64gb, черный, в",11 000 KGS,/bishkek/ads/srocno-prodam-xiaomi-a2-lite-464gb-cernyj-v-id-55668981
Nokia n8 надо заменить слот для вставки сим карт торг город ОШ,1 500 KGS,/osh/ads/nokia-n8-nado-zamenit-slot-dla-vstavki-sim-kart-torg-gorod-os-id-46982281
Продаю iphone 7 rose gold,24 000 KGS,/bishkek/ads/prodau-iphone-7-rose-gold-id-54104045
"Смарт часы-- Smart Watch
380 mAh 3 V
Камера 3 m
Динамик средний
",1 600 KGS,/bishkek/ads/smart-casy-smart-watch-380-mah-3-v-kamera-3-m-dinamik-srednij-id-55159489
Продаю отличную подставку для,300 KGS,/bishkek/ads/prodau-otlicnuu-podstavku-dla-id-55562977
Распродажа!,899 KGS,/bishkek/ads/rasprodaza-id-55409342
Телефоны в кредит без первоначального,Договорная,/bishkek/ads/telefony-v-kredit-bez-pervonacalnogo-id-50795544
"Продаю Redmi note 4x, все в комплекте, состояние 8 из 10, 6000 с",6 000 KGS,/kant/ads/prodau-redmi-note-4x-vse-v-komplekte-sostoanie-8-iz-10-6000-s-id-55710484
Продаю нокию 3315. Состояние зорошее,1 500 KGS,/lebedinovka/ads/prodau-nokiu-3315-sostoanie-zorosee-id-53897686
,,
Сим карту,13 000 KGS,/bishkek/ads/sim-kartu-id-50755562
Айфон 5с16гб. Состояние хороше все родное. Но не работает тач,4 500 KGS,/bishkek/ads/ajfon-5s16gb-sostoanie-horose-vse-rodnoe-no-ne-rabotaet-tac-id-53802249
"IPhone 6,16Gb. Состояние идеал,все работает",9 000 KGS,/lebedinovka/ads/iphone-616gb-sostoanie-idealvse-rabotaet-id-54170721
"Айфон 5с,16гб. Состояние хорошее все работает. Комплект шнур",5 500 KGS,/ordubad/ads/ajfon-5s16gb-sostoanie-horosee-vse-rabotaet-komplekt-snur-id-55257192
"Нокиа 8110 4ж. Состояние хорошее. Комплект коробка,зарядка,наушники!",4 000 KGS,/bishkek/ads/nokia-8110-4z-sostoanie-horosee-komplekt-korobkazaradkanausniki-id-54315570
Продаю номер от компании О!,4 500 KGS,/bishkek/ads/prodau-nomer-ot-kompanii-o-id-51704274
ПРОДАЮ РАЦИЮ . РАБОЧИЙ,2 500 KGS,/bishkek/ads/prodau-raciu-rabocij-id-48888709
Айфон 6 в отличном состоянии. Полный,10 500 KGS,/bishkek/ads/ajfon-6-v-otlicnom-sostoanii-polnyj-id-55286690
"Самсунг ж2,15. Состояние почти идеал!",3 700 KGS,/bishkek/ads/samsung-z215-sostoanie-pocti-ideal-id-54276805
Продаю телефон алкател. Все подерживает. Работает отлично,1 500 KGS,/bishkek/ads/prodau-telefon-alkatel-vse-poderzivaet-rabotaet-otlicno-id-53673954
"Айфон 5,16 гб. Состояние хорошее",3 500 KGS,/lebedinovka/ads/ajfon-516-gb-sostoanie-horosee-id-54232614
Redmi note 3. В хорошем состоянии. Защитное стекло. обмена нет. ,5 500 KGS,/bishkek/ads/redmi-note-3-v-horosem-sostoanii-zasitnoe-steklo-obmena-net-id-55428396
Продаю филипс 560!состояние на фото видно,3 500 KGS,/bishkek/ads/prodau-filips-560sostoanie-na-foto-vidno-id-55600319
А3 2016 Состояние из 10/10 идеально,7 500 KGS,/bishkek/ads/a3-2016-sostoanie-iz-1010-idealno-id-53131051
Продаю Самсунг нот 8 состояние,45 000 KGS,/lebedinovka/ads/prodau-samsung-not-8-sostoanie-id-55749447
"Продаю Redmi Note 3 Pro 3/32, не работает, не",1 000 KGS,/bishkek/ads/prodau-redmi-note-3-pro-332-ne-rabotaet-ne-id-52997920
Xiaomi,Договорная,/bishkek/ads/xiaomi-id-55671468
Xiaomi,5 500 KGS,/bishkek/ads/xiaomi-id-55671366
"Ми8
19000 сом",19 000 KGS,/bishkek/ads/mi8-19000-som-id-55671205
Samsung,4 600 KGS,/bishkek/ads/samsung-id-55671096
Samsung,5 200 KGS,/bishkek/ads/samsung-id-55671169
Самсунг а5 2015 год идеал весь комплект,6 000 KGS,/kant/ads/samsung-a5-2015-god-ideal-ves-komplekt-id-53844819
"E72
MADE IN HUNGARY
СРОЧНО ПРОДАМ
РЕАЛЬНОМУ КЛИЕНТУ ТОРГ!",2 525 KGS,/bishkek/ads/e72-made-in-hungary-srocno-prodam-realnomu-klientu-torg-id-53464451
"Продаю очень красивый чехол от Redmi 6 s ,",400 KGS,/bishkek/ads/prodau-ocen-krasivyj-cehol-ot-redmi-6-s-id-55749396
СРОЧНО!!!,1 200 KGS,/bishkek/ads/srocno-id-53382653
Samsung a5 2017 год состояние нового телефона обмен есть ,10 000 KGS,/kant/ads/samsung-a5-2017-god-sostoanie-novogo-telefona-obmen-est-id-53844654
Nokia E72-1 Бизнес смартфон Е-серии.,2 525 KGS,/bishkek/ads/nokia-e72-1-biznes-smartfon-e-serii-id-53287589
"Продаю чехол на телефон Xiomi Redmi 4Xnote,",250 KGS,/bishkek/ads/prodau-cehol-na-telefon-xiomi-redmi-4xnote-id-46206462
Док-станция для SONY XPERIA V LT25i,Договорная,/bishkek/ads/dok-stancia-dla-sony-xperia-v-lt25i-id-53376810
Samsung Galaxy Grand2 GT-I7102,400 KGS,/bishkek/ads/samsung-galaxy-grand2-gt-i7102-id-54427482
Смарт часы можете отправлять вызовы СМС с смартфона через часы,1 200 KGS,/bishkek/ads/smart-casy-mozete-otpravlat-vyzovy-sms-s-smartfona-cerez-casy-id-55749281
Вашему Lenovo P780 нужен донор?,1 990 KGS,/bishkek/ads/vasemu-lenovo-p780-nuzen-donor-id-49710287
Срочно Mi note 6 pro 11500 есть уступка,11 500 KGS,/osh/ads/srocno-mi-note-6-pro-11500-est-ustupka-id-55664588
"Продаю IPHONE 6 PLUS ,64 gb .GOLD ",16 000 KGS,/bishkek/ads/prodau-iphone-6-plus-64-gb-gold-id-52437469
"Айфон 7 плюс 32 грн черный полный комплект , цена 28000тыс.",28 000 KGS,/bishkek/ads/ajfon-7-plus-32-grn-cernyj-polnyj-komplekt-cena-28000tys-id-54532203
"Самсунг а5 2017 32 гиг черный , идеал .",9 000 KGS,/bishkek/ads/samsung-a5-2017-32-gig-cernyj-ideal-id-54532151
Продаю Iphone 6s Plus черного цвета 16 g ,12 000 KGS,/bishkek/ads/prodau-iphone-6s-plus-cernogo-cveta-16-g-id-54321017
"Iphone 5s black 16гиг полный кроме наушников, ",7 000 KGS,/bishkek/ads/iphone-5s-black-16gig-polnyj-krome-nausnikov-id-54532165
Новые iPhone оригиналы 100% со Штатов ,Договорная,/bishkek/ads/novye-iphone-originaly-100-so-statov-id-52781219
Asus Zenfone 6 Срочно!,4 500 KGS,/bishkek/ads/asus-zenfone-6-srocno-id-55505736
Lg x power,6 300 KGS,/bishkek/ads/lg-x-power-id-55735922
Срочно продаю iphone 6/16 ,6 700 KGS,/bishkek/ads/srocno-prodau-iphone-616-id-55660654
Xiaomi A2 lite 64 гб,9 889 KGS,/bishkek/ads/xiaomi-a2-lite-64-gb-id-53365793
Продаю айфон5S,Договорная,/bishkek/ads/prodau-ajfon5s-id-53436518
Срочно продаю айфон 6 +все идеал все работает цвет голд ,12 500 KGS,/bishkek/ads/srocno-prodau-ajfon-6-vse-ideal-vse-rabotaet-cvet-gold-id-55210240
,,
Продаю номер О! с.к,Договорная,/bishkek/ads/prodau-nomer-o-sk-id-53945537
IPhone 6. В отличном состоянии.,12 000 KGS,/osh/ads/iphone-6-v-otlicnom-sostoanii-id-55223184
"Акция !!! Ми М 3, Часы нового поколения,",1 050 KGS,/bishkek/ads/akcia-mi-m-3-casy-novogo-pokolenia-id-49269083
Продаю Samsung Galaxy A6+ 2018,12 000 KGS,/bishkek/ads/prodau-samsung-galaxy-a6-2018-id-55219342
Бесплатная доставка! Фитнес-Браслет,1 550 KGS,/bishkek/ads/besplatnaa-dostavka-fitnes-braslet-id-52412174
"Современные часы smart watch v 8, -это умный",1 600 KGS,/bishkek/ads/sovremennye-casy-smart-watch-v-8-eto-umnyj-id-49268298
"Продаю POWER BANK
20000mAh
В отличном состоянии
Цена:500",500 KGS,/bishkek/ads/prodau-power-bank-20000mah-v-otlicnom-sostoanii-cena500-id-53405149
Срочно продаю Айфон 7+ 128гб цвет: black mate. ,30 000 KGS,/bishkek/ads/srocno-prodau-ajfon-7-128gb-cvet-black-mate-id-55205819
Красивые номера.Билайн и О!.,Договорная,/bishkek/ads/krasivye-nomerabilajn-i-o-id-55541728
Продаю срочно. Redmi 5 plus,9 000 KGS,/bishkek/ads/prodau-srocno-redmi-5-plus-id-49128881
Мегаком номер нопновый. Договорная.,5 500 KGS,/bishkek/ads/megakom-nomer-nopnovyj-dogovornaa-id-45449780
"Мегаком, новые номера, номер. Договорная. Пишите. ",Договорная,/bishkek/ads/megakom-novye-nomera-nomer-dogovornaa-pisite-id-48099024
"Продается телефон Samsung
в хорошем состоянии цена окончательная",1 200 KGS,/bishkek/ads/prodaetsa-telefon-samsung-v-horosem-sostoanii-cena-okoncatelnaa-id-54735852
Самсунг Кор оригинал 3Ж-интернет ,2 000 KGS,/bishkek/ads/samsung-kor-original-3z-internet-id-55749217
Продаю xiaomi redmi note 5 3/32 global ,9 500 KGS,/bishkek/ads/prodau-xiaomi-redmi-note-5-332-global-id-55499199
Продаю ,Договорная,/bishkek/ads/prodau-id-55155186
Продаю красивый номер 0!,500 KGS,/bishkek/ads/prodau-krasivyj-nomer-0-id-55162669
Самсунг с 7 эдж 4/32 отличие состояние,15 000 KGS,/dzhalal-abad/ads/samsung-s-7-edz-432-otlicie-sostoanie-id-54793040
Срочно продаю красивые номера 0!,400 KGS,/bishkek/ads/srocno-prodau-krasivye-nomera-0-id-52845059
Продаю смартфон LgQ6 alfa телефон размер,Договорная,/bishkek/ads/prodau-smartfon-lgq6-alfa-telefon-razmer-id-55707487
Продаю шикарный легко запоминающийся номер 0!,Договорная,/bishkek/ads/prodau-sikarnyj-legko-zapominausijsa-nomer-0-id-53732532
Продаю элитный платиновый номер,20 000 KGS,/bishkek/ads/prodau-elitnyj-platinovyj-nomer-id-55154818
"Новые номера, отличный комплект номеров Билайн и О! ",8 000 KGS,/bishkek/ads/novye-nomera-otlicnyj-komplekt-nomerov-bilajn-i-o-id-54095328
Новый номер. VIP. Обмен не интересует. ,3 000 KGS,/bishkek/ads/novyj-nomer-vip-obmen-ne-interesuet-id-54135290
Отличная пара новых номеров Билайн:,8 000 KGS,/bishkek/ads/otlicnaa-para-novyh-nomerov-bilajn-id-52865224
Samsung Galaxy A9 покупали в самсунге 10 дней,25 000 KGS,/bishkek/ads/samsung-galaxy-a9-pokupali-v-samsunge-10-dnej-id-55520060
Срочно продаю Iphone 7 32гб ,20 000 KGS,/bishkek/ads/srocno-prodau-iphone-7-32gb-id-54046982
Продается красивый номер 0500987888,Договорная,/bishkek/ads/prodaetsa-krasivyj-nomer-0500987888-id-53732040
Продаю номер GOLD шикарный легко запоминающие семерки 77777,Договорная,/bishkek/ads/prodau-nomer-gold-sikarnyj-legko-zapominausie-semerki-77777-id-53731828
Продаю красивый номер 0! ,222 USD,/bishkek/ads/prodau-krasivyj-nomer-0-id-55275214
Чехлы для айфон 7+/8+. Новые! Силиконовые,200 KGS,/bishkek/ads/cehly-dla-ajfon-78-novye-silikonovye-id-54356822
Iphone 7(128gb) red. ,23 500 KGS,/bishkek/ads/iphone-7128gb-red-id-55275022
Срочно продаю красивые легко,Договорная,/bishkek/ads/srocno-prodau-krasivye-legko-id-52637041
Срочно продаю красивые номера по выгодным ценам,800 KGS,/bishkek/ads/srocno-prodau-krasivye-nomera-po-vygodnym-cenam-id-52844995
"Срочно Продаю шикарный номер 0!
Уступка будет!!! Можем договориться",1 500 KGS,/bishkek/ads/srocno-prodau-sikarnyj-nomer-0-ustupka-budet-mozem-dogovoritsa-id-52922658
Попсокеты,100 KGS,/bishkek/ads/popsokety-id-52260318
Продаю Wi-Fi роутер О!,600 KGS,/bishkek/ads/prodau-wi-fi-router-o-id-53366760
Редми телефоны в рассрочку. Нужно,Договорная,/bishkek/ads/redmi-telefony-v-rassrocku-nuzno-id-55728955
Телефон в рассрочку без участия банка. Редми нот 7. Note 7,Договорная,/bishkek/ads/telefon-v-rassrocku-bez-ucastia-banka-redmi-not-7-note-7-id-55620416
Внимание Выкуп Скупка Сатып Алам ,Договорная,/bishkek/ads/vnimanie-vykup-skupka-satyp-alam-id-55369371
Карманная батарея Romoss QS05 5000 mAh,750 KGS,/bishkek/ads/karmannaa-batarea-romoss-qs05-5000-mah-id-54535184
Продаю iphone 7 rose gold,24 000 KGS,/bishkek/ads/prodau-iphone-7-rose-gold-id-54104045
"Телефоны без первоначального взноса,на длительный срок.
W/A",Договорная,/bishkek/ads/telefony-bez-pervonacalnogo-vznosana-dlitelnyj-srok-wa-id-53979448
Смарт часы а1 состояние новых,2 200 KGS,/bishkek/ads/smart-casy-a1-sostoanie-novyh-id-53089230
Продаю блютуз наушник новые !!!!,900 KGS,/bishkek/ads/prodau-blutuz-nausnik-novye-id-55074268
,,
Продаю в хорошем состоянии samsung galaxy,2 000 KGS,/bishkek/ads/prodau-v-horosem-sostoanii-samsung-galaxy-id-40835582
Ремешки силиконовые дляmi band 3,150 KGS,/bishkek/ads/remeski-silikonovye-dlami-band-3-id-53471879
Зарядка для телефона model my301q.с,350 KGS,/bishkek/ads/zaradka-dla-telefona-model-my301qs-id-53715072
Беспроводная зарядка от фирмы xiaomi,1 100 KGS,/lebedinovka/ads/besprovodnaa-zaradka-ot-firmy-xiaomi-id-51519232
Продаю срочно хорошие кочества железные!!!,500 KGS,/bishkek/ads/prodau-srocno-horosie-kocestva-zeleznye-id-55074382
Попсокеты для телефона,50 KGS,/bishkek/ads/popsokety-dla-telefona-id-52299014
Продаю Самсунг галекси G6 2018 года,Договорная,/bishkek/ads/prodau-samsung-galeksi-g6-2018-goda-id-52945444
Держатели для телефона в автомобиль ,Договорная,/bishkek/ads/derzateli-dla-telefona-v-avtomobil-id-52070306
Чехлы для айфонов,150 KGS,/bishkek/ads/cehly-dla-ajfonov-id-45780298
Продаю номера,Договорная,/bishkek/ads/prodau-nomera-id-47493739
Продам телефон сониZ3 ecть маленький,Договорная,/belovodskoe/ads/prodam-telefon-soniz3-ect-malenkij-id-54056858
"Redmi 5+ 4/64 в отличном состояние,на счет цены можем договорится ",7 000 KGS,/bishkek/ads/redmi-5-464-v-otlicnom-sostoaniena-scet-ceny-mozem-dogovoritsa-id-55749074
Самсунг дж3 2016 8гб сост идеал апарат пушка батарейка держит 2 дня,4 555 KGS,/tokmak/ads/samsung-dz3-2016-8gb-sost-ideal-aparat-puska-batarejka-derzit-2-dna-id-55136716
Жуп номерлер,12 000 KGS,/kyzyl-kiya/ads/zup-nomerler-id-53393779
Продаю нокия е52 в отличном состоянии!!! Без торга без обмена!!!,5 000 KGS,/bishkek/ads/prodau-nokia-e52-v-otlicnom-sostoanii-bez-torga-bez-obmena-id-42398750
 МИНИ ВЕНТИЛЯТОР ДЛЯ IOS И ANDROID! ДА ДА И,75 KGS,/bishkek/ads/mini-ventilator-dla-ios-i-android-da-da-i-id-46143562
Продаю смарт часы,1 100 KGS,/tokmak/ads/prodau-smart-casy-id-55338686
ОКШОШ СИМ КАРТА,Договорная,/kyzyl-kiya/ads/oksos-sim-karta-id-53024877
"А7 2016. при блокировки моргает экран иногда , прошу 5000",771 675 553 KGS,/dzhalal-abad/ads/a7-2016-pri-blokirovki-morgaet-ekran-inogda-prosu-5000-id-55103889
3D СТЕКЛО ДЛЯ IPHONE 8+/7+ ЦЕНА 250 СОМ! ОТДАМ,250 KGS,/bishkek/ads/3d-steklo-dla-iphone-87-cena-250-som-otdam-id-51161155
Продаю ретро телефоны! рабочие сименс,5 000 KGS,/bishkek/ads/prodau-retro-telefony-rabocie-simens-id-43056726
ОТДАМ ЗА ШОКОЛАДКУ!!! Новейшая,Договорная,/bishkek/ads/otdam-za-sokoladku-novejsaa-id-38047334
Новый номер VIP за 6000 сом,6 000 KGS,/bishkek/ads/novyj-nomer-vip-za-6000-som-id-55748424
Срочно продаю samsung galaxy j7 2016...полный комплект...,9 000 KGS,/dzhalal-abad/ads/srocno-prodau-samsung-galaxy-j7-2016polnyj-komplekt-id-55748961
